OrderID,CustomerName,City,Product,Category,Quantity,Price,OrderDate
35,Sneha,Chennai,Keyboard,Accessories,2,27046.14,2026-02-14
36,Anjali,Kolkata,Printer,Accessories,2,43787.05,2026-01-15
37,Anita,Mumbai,Laptop,Electronics,5,41883.37,2026-01-25
38,Neha,Bangalore,Tablet,Electronics,4,24327.24,2026-07-13
39,Priya,Bangalore,Tablet,Electronics,1,49272.79,2026-03-26
40,Suresh,Kolkata,Tablet,Electronics,5,33262.63,2026-04-05
41,Rohan,Kolkata,Keyboard,Accessories,1,29169.42,2026-05-02
42,Arjun,Delhi,Laptop,Electronics,5,24101.03,2026-07-17
43,Anjali,Delhi,Speaker,Accessories,1,42641.46,2026-01-20
44,Rahul,Chennai,Tablet,Electronics,1,47109.01,2026-05-08
45,Deepak,Bhopal,Laptop,Electronics,5,4558.18,2026-06-19
46,Deepak,Lucknow,Monitor,Electronics,3,10610.83,2026-06-11
47,Neha,Kolkata,Tablet,Electronics,2,33748.67,2026-03-15
48,Arjun,Mumbai,Laptop,Electronics,4,31247.38,2026-05-04
49,Rahul,Lucknow,Keyboard,Accessories,5,13627.42,2026-03-03
50,Neha,Pune,Mouse,Accessories,2,22190.14,2026-05-23
51,Pooja,Bhopal,Speaker,Accessories,1,33559.23,2026-05-10
52,Sneha,Bangalore,Mouse,Accessories,1,44540.78,2026-06-18
53,Vikram,Kolkata,Mouse,Accessories,5,10926.17,2026-03-07
54,Karan,Lucknow,Printer,Accessories,3,45314.16,2026-07-02
55,Rahul,Hyderabad,Mouse,Accessories,1,675.51,2026-07-05
56,Karan,Bangalore,Printer,Accessories,5,35430.54,2026-05-01
57,Sneha,Mumbai,Headphones,Accessories,5,2283.39,2026-03-19
58,Anita,Bangalore,Tablet,Electronics,2,2570.53,2026-03-26
59,Priya,Pune,Keyboard,Accessories,2,33513.2,2026-03-25
60,Anita,Hyderabad,Webcam,Accessories,2,46325.31,2026-02-28
61,Anjali,Bangalore,Tablet,Electronics,1,9378.35,2026-03-26
62,Kavita,Chennai,Mouse,Accessories,2,39475.04,2026-01-13
63,Priya,Jaipur,Keyboard,Accessories,2,40921.04,2026-04-12
64,Pooja,Chennai,Keyboard,Accessories,1,33171.64,2026-04-11
65,Karan,Mumbai,Mouse,Accessories,3,32253.35,2026-04-22
66,Anita,Pune,Laptop,Electronics,1,43913.4,2026-03-06
67,Deepak,Kolkata,Laptop,Electronics,1,30030.28,2026-03-24
68,Arjun,Hyderabad,Webcam,Accessories,5,6224.47,2026-05-07
69,Karan,Delhi,Tablet,Electronics,1,26236.06,2026-07-18
70,Rohan,Pune,Tablet,Electronics,1,47469.29,2026-03-20
71,Arjun,Mumbai,Mouse,Accessories,5,15809.59,2026-04-11
72,Manish,Kolkata,Speaker,Accessories,2,9996.08,2026-06-13
73,Anjali,Bhopal,Webcam,Accessories,3,20600.72,2026-07-01
74,Pooja,Kolkata,Keyboard,Accessories,4,39395.06,2026-05-21
75,Arjun,Jaipur,Printer,Accessories,4,33943.55,2026-05-16
76,Anjali,Mumbai,Mouse,Accessories,5,33360.76,2026-05-11
77,Rahul,Chennai,Mouse,Accessories,2,40424.86,2026-02-01
78,Priya,Chennai,Printer,Accessories,5,42562.02,2026-01-15
79,Kavita,Bhopal,Keyboard,Accessories,4,24971.67,2026-02-05
80,Amit,Mumbai,Tablet,Electronics,2,9206.39,2026-06-17
81,Suresh,Delhi,Speaker,Accessories,2,45914.77,2026-01-15
82,Vikram,Jaipur,Speaker,Accessories,5,29974.89,2026-07-15
83,Shalini,Lucknow,Tablet,Electronics,5,22572.72,2026-02-24
84,Meena,Jaipur,Mouse,Accessories,2,42073.21,2026-03-25
85,Ravi,Jaipur,Keyboard,Accessories,3,22273.69,2026-06-10
86,Neha,Kolkata,Monitor,Electronics,3,44704.83,2026-01-05
87,Vikram,Chennai,Tablet,Electronics,2,35467.75,2026-01-14
88,Kavita,Pune,Speaker,Accessories,4,21080.82,2026-02-27
89,Kavita,Hyderabad,Webcam,Accessories,1,42908.24,2026-07-19
90,Manish,Jaipur,Laptop,Electronics,3,15281.33,2026-04-28
91,Kavita,Lucknow,Speaker,Accessories,5,44941.66,2026-04-08
92,Karan,Hyderabad,Printer,Accessories,1,19748.43,2026-06-22
93,Manish,Bangalore,Printer,Accessories,2,49045.74,2026-05-01
94,Manish,Bhopal,Webcam,Accessories,1,4655.4,2026-04-05
95,Suresh,Bangalore,Laptop,Electronics,3,19265.64,2026-02-15
96,Arjun,Pune,Tablet,Electronics,3,37724.49,2026-07-14
97,Karan,Mumbai,Printer,Accessories,1,37576.7,2026-01-12
98,Neha,Mumbai,Laptop,Electronics,1,47505.78,2026-02-27
99,Amit,Bhopal,Headphones,Accessories,2,6747.94,2026-06-04
100,Deepak,Chennai,Printer,Accessories,3,38461.46,2026-02-20
101,Shalini,Mumbai,Headphones,Accessories,3,5850.89,2026-01-10
102,Deepak,Hyderabad,Tablet,Electronics,2,4261.83,2026-06-27
103,Neha,Mumbai,Mouse,Accessories,5,40373.63,2026-07-19
104,Priya,Pune,Speaker,Accessories,4,33245.31,2026-01-17
105,Arjun,Delhi,Tablet,Electronics,4,5724.17,2026-03-21
106,Suresh,Bangalore,Tablet,Electronics,2,36822.87,2026-06-09
107,Shalini,Lucknow,Printer,Accessories,4,22060.94,2026-06-19
108,Karan,Pune,Keyboard,Accessories,1,14306.95,2026-04-08
109,Suresh,Bhopal,Webcam,Accessories,4,17151.63,2026-04-28
110,Arjun,Bangalore,Printer,Accessories,2,18063.84,2026-03-11
111,Karan,Bhopal,Mouse,Accessories,5,1002.48,2026-02-03
112,Neha,Hyderabad,Printer,Accessories,5,38029.15,2026-06-16
113,Meena,Jaipur,Laptop,Electronics,1,15064.66,2026-04-23
114,Neha,Kolkata,Webcam,Accessories,3,23926.39,2026-05-12
115,Kavita,Lucknow,Monitor,Electronics,3,35291.32,2026-03-10
116,Karan,Chennai,Mobile,Electronics,2,16119.62,2026-06-18
117,Anjali,Chennai,Keyboard,Accessories,4,14186.73,2026-05-25
118,Ravi,Bhopal,Mouse,Accessories,1,41715.1,2026-03-08
119,Divya,Bangalore,Mouse,Accessories,1,35546.92,2026-02-09
120,Priya,Delhi,Speaker,Accessories,3,35022.16,2026-02-21
121,Meena,Mumbai,Laptop,Electronics,5,14574.8,2026-04-15
122,Arjun,Bangalore,Laptop,Electronics,3,47082.65,2026-04-04
123,Rahul,Hyderabad,Printer,Accessories,1,29062.55,2026-06-02
124,Vikram,Bangalore,Webcam,Accessories,3,4716.45,2026-02-04
125,Anita,Hyderabad,Webcam,Accessories,5,39641.67,2026-02-25
126,Ravi,Hyderabad,Printer,Accessories,4,15218.98,2026-05-14
127,Pooja,Bhopal,Webcam,Accessories,1,30676.73,2026-06-04
128,Rohan,Chennai,Mouse,Accessories,1,8274.33,2026-02-18
129,Rahul,Bangalore,Laptop,Electronics,4,22799.93,2026-05-16
130,Pooja,Delhi,Keyboard,Accessories,3,35494.31,2026-06-28
131,Suresh,Mumbai,Keyboard,Accessories,3,39497.49,2026-06-19
132,Rohan,Hyderabad,Mobile,Electronics,5,11628.07,2026-02-09
133,Vikram,Mumbai,Laptop,Electronics,2,39735.11,2026-05-24
134,Deepak,Kolkata,Printer,Accessories,1,23700.55,2026-03-23
135,Manish,Kolkata,Speaker,Accessories,5,24942.86,2026-01-20
136,Priya,Hyderabad,Monitor,Electronics,5,12893.21,2026-01-08
137,Deepak,Bhopal,Laptop,Electronics,3,29024.23,2026-07-25
138,Anjali,Jaipur,Speaker,Accessories,4,45845.6,2026-02-19
139,Kavita,Jaipur,Mobile,Electronics,4,17724.07,2026-03-11
140,Sneha,Bangalore,Monitor,Electronics,4,34836.85,2026-03-22
141,Manish,Lucknow,Laptop,Electronics,4,4858.96,2026-03-11
142,Sneha,Hyderabad,Speaker,Accessories,1,33054.19,2026-05-15
143,Kavita,Delhi,Keyboard,Accessories,5,18408.08,2026-07-16
144,Suresh,Delhi,Keyboard,Accessories,3,27686.37,2026-03-15
145,Meena,Mumbai,Laptop,Electronics,5,40066.03,2026-06-06
146,Pooja,Lucknow,Laptop,Electronics,5,20695.54,2026-02-27
147,Sneha,Jaipur,Mobile,Electronics,2,25169.59,2026-06-10
148,Ravi,Kolkata,Tablet,Electronics,4,49022.11,2026-02-15
149,Anita,Bangalore,Tablet,Electronics,2,46132.47,2026-05-24
150,Vikram,Mumbai,Mouse,Accessories,4,17323.82,2026-07-17
151,Karan,Delhi,Mouse,Accessories,3,41955.06,2026-05-22
152,Meena,Bangalore,Printer,Accessories,5,24474.9,2026-03-18
153,Anita,Hyderabad,Printer,Accessories,3,43545.28,2026-06-08
154,Deepak,Hyderabad,Keyboard,Accessories,4,2660.54,2026-06-16
155,Manish,Hyderabad,Headphones,Accessories,4,48258.81,2026-02-17
156,Deepak,Pune,Mobile,Electronics,4,5435.73,2026-04-01
157,Vikram,Hyderabad,Headphones,Accessories,1,23739.78,2026-03-11
158,Shalini,Hyderabad,Mobile,Electronics,3,42690.9,2026-07-18
159,Manish,Pune,Printer,Accessories,5,2277.01,2026-01-08
160,Pooja,Chennai,Mobile,Electronics,4,48927.72,2026-07-21
161,Sneha,Jaipur,Headphones,Accessories,3,45219.49,2026-01-11
162,Priya,Kolkata,Monitor,Electronics,3,21819.0,2026-02-17
163,Kavita,Bhopal,Headphones,Accessories,2,9165.93,2026-05-28
164,Manish,Bhopal,Keyboard,Accessories,4,45685.04,2026-02-08
165,Suresh,Kolkata,Printer,Accessories,3,33508.62,2026-07-15
166,Pooja,Lucknow,Headphones,Accessories,1,22365.62,2026-03-19
167,Pooja,Hyderabad,Mouse,Accessories,4,42342.54,2026-02-13
168,Meena,Mumbai,Keyboard,Accessories,4,28810.17,2026-05-10
169,Pooja,Delhi,Tablet,Electronics,3,900.85,2026-07-22
170,Priya,Bhopal,Printer,Accessories,3,38899.18,2026-02-20
171,Divya,Chennai,Keyboard,Accessories,5,12906.03,2026-07-24
172,Vikram,Mumbai,Laptop,Electronics,3,39536.22,2026-01-19
173,Divya,Bangalore,Mobile,Electronics,3,16672.6,2026-04-06
174,Rohan,Bangalore,Speaker,Accessories,3,26777.19,2026-03-27
175,Anjali,Kolkata,Printer,Accessories,3,37454.69,2026-03-26
176,Sneha,Jaipur,Mobile,Electronics,2,37830.5,2026-02-28
177,Manish,Lucknow,Monitor,Electronics,1,39638.76,2026-01-09
178,Anita,Mumbai,Printer,Accessories,3,33805.0,2026-06-09
179,Deepak,Hyderabad,Monitor,Electronics,1,33904.41,2026-04-01
180,Shalini,Lucknow,Monitor,Electronics,5,11457.68,2026-01-21
181,Suresh,Kolkata,Tablet,Electronics,1,7418.96,2026-01-10
182,Meena,Mumbai,Mobile,Electronics,2,44419.34,2026-02-13
183,Suresh,Pune,Speaker,Accessories,4,29573.35,2026-06-05
184,Kavita,Mumbai,Printer,Accessories,5,20701.74,2026-03-02
185,Divya,Chennai,Printer,Accessories,4,47552.48,2026-07-12
186,Sneha,Pune,Speaker,Accessories,3,3497.23,2026-03-07
187,Sneha,Jaipur,Mobile,Electronics,2,32264.37,2026-05-01
188,Priya,Pune,Keyboard,Accessories,2,39455.42,2026-02-03
189,Anita,Chennai,Webcam,Accessories,2,40746.12,2026-02-11
190,Vikram,Bhopal,Laptop,Electronics,3,42991.1,2026-02-05
191,Anita,Kolkata,Headphones,Accessories,1,33222.35,2026-01-05
192,Amit,Pune,Keyboard,Accessories,5,16526.69,2026-02-09
193,Priya,Bangalore,Tablet,Electronics,5,6125.64,2026-01-16
194,Suresh,Pune,Speaker,Accessories,5,5898.17,2026-05-08
195,Shalini,Delhi,Speaker,Accessories,3,23173.1,2026-01-02
196,Meena,Hyderabad,Tablet,Electronics,1,24768.31,2026-04-03
197,Rahul,Pune,Webcam,Accessories,2,3751.27,2026-03-20
198,Deepak,Lucknow,Monitor,Electronics,4,49734.07,2026-05-10
199,Suresh,Lucknow,Webcam,Accessories,4,5409.33,2026-06-04
200,Anita,Chennai,Tablet,Electronics,4,44460.51,2026-04-11
